,open,high,low,close,adjclose,volume,ticker,date
2021-06-03,36.84000015258789,36.86000061035156,36.34000015258789,36.34000015258789,36.27935028076172,1320400,STM,2021-06-03
2021-06-04,36.86000061035156,37.29999923706055,36.779998779296875,37.16999816894531,37.10796356201172,1046900,STM,2021-06-04
2021-06-07,37.22999954223633,37.22999954223633,36.70000076293945,36.810001373291016,36.748565673828125,1286100,STM,2021-06-07
2021-06-08,37.13999938964844,37.16999816894531,36.65999984741211,36.83000183105469,36.768531799316406,1395700,STM,2021-06-08
2021-06-09,37.150001525878906,37.2599983215332,36.9900016784668,37.09000015258789,37.028099060058594,1176300,STM,2021-06-09
2021-06-10,37.540000915527344,38.0099983215332,37.4900016784668,37.81999969482422,37.75687789916992,1474200,STM,2021-06-10
2021-06-11,38.060001373291016,38.209999084472656,37.95000076293945,38.20000076293945,38.13624572753906,1441300,STM,2021-06-11
2021-06-14,38.130001068115234,38.72999954223633,37.93000030517578,38.720001220703125,38.65537643432617,1462500,STM,2021-06-14
2021-06-15,38.34000015258789,38.529998779296875,37.93000030517578,38.02000045776367,37.956546783447266,1548100,STM,2021-06-15
2021-06-16,38.290000915527344,38.470001220703125,37.650001525878906,37.83000183105469,37.76686477661133,1202800,STM,2021-06-16
2021-06-17,37.40999984741211,38.08000183105469,37.369998931884766,37.849998474121094,37.786827087402344,2198800,STM,2021-06-17
2021-06-18,36.779998779296875,36.880001068115234,35.93000030517578,35.95000076293945,35.88999938964844,6413600,STM,2021-06-18
2021-06-21,36.119998931884766,36.189998626708984,35.75,36.11000061035156,36.11000061035156,1431000,STM,2021-06-21
2021-06-22,36.29999923706055,36.4900016784668,36.130001068115234,36.41999816894531,36.41999816894531,1069500,STM,2021-06-22
2021-06-23,36.220001220703125,36.369998931884766,36.0099983215332,36.06999969482422,36.06999969482422,908700,STM,2021-06-23
2021-06-24,36.709999084472656,36.95000076293945,36.560001373291016,36.7400016784668,36.7400016784668,931500,STM,2021-06-24
2021-06-25,36.83000183105469,36.90999984741211,36.52000045776367,36.52000045776367,36.52000045776367,845500,STM,2021-06-25
2021-06-28,36.560001373291016,37.279998779296875,36.560001373291016,37.119998931884766,37.119998931884766,1583300,STM,2021-06-28
2021-06-29,36.959999084472656,37.36000061035156,36.83000183105469,37.279998779296875,37.279998779296875,911100,STM,2021-06-29
2021-06-30,36.560001373291016,36.68000030517578,36.16999816894531,36.380001068115234,36.380001068115234,1294000,STM,2021-06-30
2021-07-01,36.66999816894531,36.7400016784668,36.31999969482422,36.43000030517578,36.43000030517578,1247000,STM,2021-07-01
2021-07-02,37.209999084472656,37.349998474121094,37.029998779296875,37.220001220703125,37.220001220703125,1128500,STM,2021-07-02
2021-07-06,37.709999084472656,37.86000061035156,37.02000045776367,37.36000061035156,37.36000061035156,1376400,STM,2021-07-06
2021-07-07,37.810001373291016,37.90999984741211,37.310001373291016,37.4900016784668,37.4900016784668,2596800,STM,2021-07-07
2021-07-08,36.34000015258789,36.84000015258789,36.209999084472656,36.68000030517578,36.68000030517578,2168800,STM,2021-07-08
2021-07-09,37.93000030517578,38.16999816894531,37.5099983215332,38.13999938964844,38.13999938964844,1662700,STM,2021-07-09
2021-07-12,38.63999938964844,38.68000030517578,38.22999954223633,38.61000061035156,38.61000061035156,1089700,STM,2021-07-12
2021-07-13,38.040000915527344,38.400001525878906,38.0099983215332,38.16999816894531,38.16999816894531,816600,STM,2021-07-13
2021-07-14,39.43000030517578,39.689998626708984,39.09000015258789,39.119998931884766,39.119998931884766,2532400,STM,2021-07-14
2021-07-15,38.61000061035156,38.689998626708984,37.93000030517578,38.119998931884766,38.119998931884766,2202300,STM,2021-07-15
2021-07-16,38.38999938964844,38.63999938964844,37.560001373291016,37.61000061035156,37.61000061035156,1798900,STM,2021-07-16
2021-07-19,36.540000915527344,37.06999969482422,36.38999938964844,37.04999923706055,37.04999923706055,1616700,STM,2021-07-19
2021-07-20,36.45000076293945,37.22999954223633,36.2400016784668,36.939998626708984,36.939998626708984,2097000,STM,2021-07-20
2021-07-21,37.810001373291016,38.52000045776367,37.650001525878906,38.5099983215332,38.5099983215332,1274300,STM,2021-07-21
2021-07-22,38.25,38.38999938964844,38.0,38.08000183105469,38.08000183105469,1172500,STM,2021-07-22
2021-07-23,39.029998779296875,39.119998931884766,38.72999954223633,38.97999954223633,38.97999954223633,1208000,STM,2021-07-23
2021-07-26,39.56999969482422,39.58000183105469,39.119998931884766,39.400001525878906,39.400001525878906,1689900,STM,2021-07-26
2021-07-27,39.18000030517578,39.189998626708984,38.08000183105469,38.75,38.75,1857100,STM,2021-07-27
2021-07-28,38.70000076293945,39.380001068115234,38.63999938964844,39.33000183105469,39.33000183105469,1908900,STM,2021-07-28
2021-07-29,41.06999969482422,41.810001373291016,41.04999923706055,41.709999084472656,41.709999084472656,3769000,STM,2021-07-29
2021-07-30,41.099998474121094,41.33000183105469,40.650001525878906,41.27000045776367,41.27000045776367,2361400,STM,2021-07-30
2021-08-02,41.7400016784668,41.93000030517578,41.15999984741211,41.2599983215332,41.2599983215332,1699400,STM,2021-08-02
2021-08-03,41.869998931884766,41.9900016784668,41.54999923706055,41.900001525878906,41.900001525878906,1879300,STM,2021-08-03
2021-08-04,41.900001525878906,42.130001068115234,41.75,42.02000045776367,42.02000045776367,1621800,STM,2021-08-04
2021-08-05,42.45000076293945,42.47999954223633,42.060001373291016,42.2400016784668,42.2400016784668,1316600,STM,2021-08-05
2021-08-06,42.16999816894531,42.36000061035156,42.04999923706055,42.099998474121094,42.099998474121094,1307500,STM,2021-08-06
2021-08-09,42.720001220703125,43.0099983215332,42.529998779296875,42.689998626708984,42.689998626708984,1470800,STM,2021-08-09
2021-08-10,43.06999969482422,43.15999984741211,42.2400016784668,42.66999816894531,42.66999816894531,2212500,STM,2021-08-10
2021-08-11,42.81999969482422,42.900001525878906,42.279998779296875,42.720001220703125,42.720001220703125,1362000,STM,2021-08-11
2021-08-12,42.849998474121094,42.9900016784668,42.47999954223633,42.72999954223633,42.72999954223633,1410500,STM,2021-08-12
2021-08-13,42.72999954223633,43.150001525878906,42.599998474121094,43.13999938964844,43.13999938964844,1335800,STM,2021-08-13
2021-08-16,43.20000076293945,43.27000045776367,42.790000915527344,43.130001068115234,43.130001068115234,1006100,STM,2021-08-16
2021-08-17,42.54999923706055,42.58000183105469,41.75,42.34000015258789,42.34000015258789,2334600,STM,2021-08-17
2021-08-18,42.22999954223633,42.86000061035156,42.20000076293945,42.25,42.25,1709100,STM,2021-08-18
2021-08-19,41.18000030517578,42.27000045776367,41.150001525878906,41.91999816894531,41.91999816894531,3186100,STM,2021-08-19
2021-08-20,41.9900016784668,42.56999969482422,41.91999816894531,42.33000183105469,42.33000183105469,2989000,STM,2021-08-20
2021-08-23,42.869998931884766,43.18000030517578,42.61000061035156,43.15999984741211,43.15999984741211,3680400,STM,2021-08-23
2021-08-24,43.06999969482422,43.27000045776367,42.86000061035156,43.119998931884766,43.119998931884766,2798100,STM,2021-08-24
2021-08-25,43.11000061035156,43.369998931884766,42.95000076293945,42.95000076293945,42.95000076293945,2083800,STM,2021-08-25
2021-08-26,43.119998931884766,43.290000915527344,42.790000915527344,43.04999923706055,43.04999923706055,1473300,STM,2021-08-26
2021-08-27,43.20000076293945,44.0099983215332,43.13999938964844,43.9900016784668,43.9900016784668,1529600,STM,2021-08-27
2021-08-30,44.63999938964844,44.91999816894531,44.5099983215332,44.83000183105469,44.83000183105469,1763400,STM,2021-08-30
2021-08-31,44.9900016784668,45.0099983215332,44.15999984741211,44.43000030517578,44.43000030517578,1939600,STM,2021-08-31
2021-09-01,44.790000915527344,45.060001373291016,44.560001373291016,44.65999984741211,44.65999984741211,1554300,STM,2021-09-01
2021-09-02,44.88999938964844,45.0,44.619998931884766,44.93000030517578,44.93000030517578,871200,STM,2021-09-02
